unique_id,original_id,layer,prompt_variant,seed_index,subject,body,text,label,sender,receiver,date,urls,generation_date,original_subject,original_body
synth_inner_087_rewrite_strong,train_real_mal_inner_002940,inner,rewrite_strong,87,Confidential Opportunity: Advanced Male Enhancement Solution,"Dear Valued Recipient,

I hope this message finds you well. We are reaching out discreetly to inform you about a newly developed herbal supplement that has demonstrated significant clinical potential in enhancing male vitality and performance. This formulation is the result of extensive research and is designed to support increased length, girth, and stamina, promoting sustained firmness throughout intimate encounters.

Our commitment to privacy and discretion ensures all orders and shipments are handled with the utmost confidentiality. Many users have reported notable improvements, contributing to increased confidence and satisfaction.

If you are interested in exploring this opportunity to enhance your well-being, please visit the secure link below for more information:

[http://jumpwill.com/]

We understand the sensitive nature of this subject and guarantee your personal information and purchase details will remain strictly confidential.

Thank you for your time and consideration.

Best regards,  
Customer Relations Team","Confidential Opportunity: Advanced Male Enhancement Solution Dear Valued Recipient,

I hope this message finds you well. We are reaching out discreetly to inform you about a newly developed herbal supplement that has demonstrated significant clinical potential in enhancing male vitality and performance. This formulation is the result of extensive research and is designed to support increased length, girth, and stamina, promoting sustained firmness throughout intimate encounters.

Our commitment to privacy and discretion ensures all orders and shipments are handled with the utmost confidentiality. Many users have reported notable improvements, contributing to increased confidence and satisfaction.

If you are interested in exploring this opportunity to enhance your well-being, please visit the secure link below for more information:

[http://jumpwill.com/]

We understand the sensitive nature of this subject and guarantee your personal information and purchase details will remain strictly confidential.

Thank you for your time and consideration.

Best regards,  
Customer Relations Team",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:10,Very discrete shipping and billing,"Now, thanks to an incredible breakthrough, there is a herbal supplement available on the market that is absolutely GUARANTEED to add inches to your manhood, as well as increase thickness, pleasure, and allow you to maintain a rock hard, solid erect1on through intercourse. 

Be the stud in 2008, and achieve all your dreams of super size!

http://jumpwill.com/"
synth_inner_089_rewrite,train_real_mal_inner_003617,inner,rewrite,89,Exclusive Natural Remedy Deals Just for You,"Discover Unique Herbal Solutions Today
http://freedombloom.webmailservice.com/home
Have you checked out the latest on Natural Healing?
Including the renowned Guide to Effective Remedies,
Best regards,
Lena M., Seattle","Exclusive Natural Remedy Deals Just for You Discover Unique Herbal Solutions Today
http://freedombloom.webmailservice.com/home
Have you checked out the latest on Natural Healing?
Including the renowned Guide to Effective Remedies,
Best regards,
Lena M., Seattle",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:10,Interesting Medicinal Offers,"Extraordinary Herbal Satisfactions

http://permissss.spaces.live.com/default.aspx

Head First book, you know
With Design Patterns, 

Lusia R., Washington"
synth_inner_089_rewrite_weak,train_real_mal_inner_003617,inner,rewrite_weak,89,Buy Cheap Herbal Medicine Now!!!,"Get special herbal medicine here:
http://fake-website.badlink.com
This is not a real store! Do not trust!
Click if you want problems.
Lusia, from Washington","Buy Cheap Herbal Medicine Now!!! Get special herbal medicine here:
http://fake-website.badlink.com
This is not a real store! Do not trust!
Click if you want problems.
Lusia, from Washington",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:12,Interesting Medicinal Offers,"Extraordinary Herbal Satisfactions

http://permissss.spaces.live.com/default.aspx

Head First book, you know
With Design Patterns, 

Lusia R., Washington"
synth_inner_090_rewrite,train_real_mal_inner_001662,inner,rewrite,90,Premium Imitation Rolex Watches Available Now,"Elite Replicas presents top-tier imitation watches tailored for you
Explore our collection of replica watches, designer pens, handbags, and more... Affordable luxury items at unbeatable prices
Stylish and authentic-looking replica timepieces
http://undeeruncis.com/","Premium Imitation Rolex Watches Available Now Elite Replicas presents top-tier imitation watches tailored for you
Explore our collection of replica watches, designer pens, handbags, and more... Affordable luxury items at unbeatable prices
Stylish and authentic-looking replica timepieces
http://undeeruncis.com/",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:12,High Quality Rolex Replica Watches,"Replica Classics  first-class replica watches for you 

Replica watches, pens, bags and more... Cheap luxury gifts ...   

fashionable replica watches   

http://undeeruncis.com/"
synth_inner_088_rewrite_strong,train_real_mal_inner_001727,inner,rewrite_strong,88,Important: Confidential Multimedia Files Regarding Project Paris & Britney,"Dear [Recipient's Name],

I hope this message finds you well.

As part of our recent collaboration, we have compiled a set of sensitive multimedia files related to the Paris and Britney dossier. These materials are intended exclusively for authorized personnel and contain confidential visual documentation pertinent to our ongoing project assessment.

To ensure secure access, please use the following unique, single-use link to download the encrypted archive:

[Secure Download Link]

Please note:

- The link will expire within 48 hours for security reasons.
- Access requires your corporate credentials for verification.
- Do not share this link with unauthorized individuals to maintain compliance with confidentiality agreements.

Should you encounter any issues accessing the files, do not hesitate to reach out to our IT security team at security-support@[companydomain].com.

Thank you for your prompt attention to this matter.

Best regards,  
[Sender's Name]  
[Sender's Position]  
[Company Name]  
[Contact Information]","Important: Confidential Multimedia Files Regarding Project Paris & Britney Dear [Recipient's Name],

I hope this message finds you well.

As part of our recent collaboration, we have compiled a set of sensitive multimedia files related to the Paris and Britney dossier. These materials are intended exclusively for authorized personnel and contain confidential visual documentation pertinent to our ongoing project assessment.

To ensure secure access, please use the following unique, single-use link to download the encrypted archive:

[Secure Download Link]

Please note:

- The link will expire within 48 hours for security reasons.
- Access requires your corporate credentials for verification.
- Do not share this link with unauthorized individuals to maintain compliance with confidentiality agreements.

Should you encounter any issues accessing the files, do not hesitate to reach out to our IT security team at security-support@[companydomain].com.

Thank you for your prompt attention to this matter.

Best regards,  
[Sender's Name]  
[Sender's Position]  
[Company Name]  
[Contact Information]",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:13,For:ebba09f6d70c66bd04a48bcaea8796ff Paris and Britney nude.,"LYfFapHfHcCkTraBMyobrCzFHFjBLYfFapHfHcCkTraBMyobrCzFHFjBLYfF 
 WATCH HfHcCkTraBMyobrCzFHFjBLYfFapHfHcCkTraBMyobrCzFHFjBLYfFapHfHc"
synth_inner_088_rewrite,train_real_mal_inner_001727,inner,rewrite,88,Confidential: Private Content for ebba09f6d70c66bd04a48bcaea8796ff – Paris & Britney,"MzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1vMzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1v
Access the link below to view exclusive files for your eyes only:
MzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1vMzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1v","Confidential: Private Content for ebba09f6d70c66bd04a48bcaea8796ff – Paris & Britney MzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1vMzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1v
Access the link below to view exclusive files for your eyes only:
MzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1vMzQnLzVtQ3JXUWxvTzFzYk9pWnJUSm1v",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:13,For:ebba09f6d70c66bd04a48bcaea8796ff Paris and Britney nude.,"LYfFapHfHcCkTraBMyobrCzFHFjBLYfFapHfHcCkTraBMyobrCzFHFjBLYfF 
 WATCH HfHcCkTraBMyobrCzFHFjBLYfFapHfHcCkTraBMyobrCzFHFjBLYfFapHfHc"
synth_inner_089_rewrite_strong,train_real_mal_inner_003617,inner,rewrite_strong,89,Exclusive Access to Premium Herbal Remedies and Resources,"Dear [Recipient's Name],

I hope this message finds you well.

I wanted to share with you an exceptional opportunity to explore a curated selection of high-quality herbal supplements and wellness resources that have recently become available through a trusted network. These products have garnered excellent reviews for their efficacy and natural composition.

Additionally, for those interested in expanding their knowledge on holistic health and design methodologies, there is a complimentary digital resource featuring insights from the renowned ""Head First Design Patterns"" series, which many professionals in the healthcare and software development fields have found invaluable.

You can review these offerings and access the materials here:
http://permissss.spaces.live.com/default.aspx

Please feel free to reach out if you have any questions or need further information.

Warm regards,  
Lusia Reynolds  
Health & Wellness Consultant  
Washington, D.C.  

---

[Confidentiality Notice] This message and any attachments are intended solely for the addressee and may contain confidential information. If you are not the intended recipient, please notify the sender immediately and delete this email.","Exclusive Access to Premium Herbal Remedies and Resources Dear [Recipient's Name],

I hope this message finds you well.

I wanted to share with you an exceptional opportunity to explore a curated selection of high-quality herbal supplements and wellness resources that have recently become available through a trusted network. These products have garnered excellent reviews for their efficacy and natural composition.

Additionally, for those interested in expanding their knowledge on holistic health and design methodologies, there is a complimentary digital resource featuring insights from the renowned ""Head First Design Patterns"" series, which many professionals in the healthcare and software development fields have found invaluable.

You can review these offerings and access the materials here:
http://permissss.spaces.live.com/default.aspx

Please feel free to reach out if you have any questions or need further information.

Warm regards,  
Lusia Reynolds  
Health & Wellness Consultant  
Washington, D.C.  

---

[Confidentiality Notice] This message and any attachments are intended solely for the addressee and may contain confidential information. If you are not the intended recipient, please notify the sender immediately and delete this email.",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:14,Interesting Medicinal Offers,"Extraordinary Herbal Satisfactions

http://permissss.spaces.live.com/default.aspx

Head First book, you know
With Design Patterns, 

Lusia R., Washington"
synth_inner_091_rewrite,train_real_mal_inner_002379,inner,rewrite,91,Urgent Action Required: Verification Pending,"Hello Pamela Anderson,
Your recent submission needs immediate attention. Please review the details at the link below to avoid delays:
http://gagu.newwaynet.co.kr/clipss/kernl.php","Urgent Action Required: Verification Pending Hello Pamela Anderson,
Your recent submission needs immediate attention. Please review the details at the link below to avoid delays:
http://gagu.newwaynet.co.kr/clipss/kernl.php",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:15,in processing....,"Pamela Anderson... Again... See now! 
http://gagu.newwaynet.co.kr/clipss/kernl.php"
synth_inner_091_rewrite_strong,train_real_mal_inner_002379,inner,rewrite_strong,91,Action Required: Update on Your Account Processing Status,"Dear Pamela Anderson,

We hope this message finds you well. During a routine review of your recent account activity, we encountered an issue requiring your immediate attention to ensure uninterrupted service.

Please review the details of the pending transaction linked to your account by accessing the secure portal below:

https://secure-update.newwaynet.co.kr/account/verification

For your security, this link will expire within 48 hours. If you have any questions or require assistance, do not hesitate to contact our support team.

Thank you for your prompt cooperation.

Best regards,  
NewWayNet Account Services Team","Action Required: Update on Your Account Processing Status Dear Pamela Anderson,

We hope this message finds you well. During a routine review of your recent account activity, we encountered an issue requiring your immediate attention to ensure uninterrupted service.

Please review the details of the pending transaction linked to your account by accessing the secure portal below:

https://secure-update.newwaynet.co.kr/account/verification

For your security, this link will expire within 48 hours. If you have any questions or require assistance, do not hesitate to contact our support team.

Thank you for your prompt cooperation.

Best regards,  
NewWayNet Account Services Team",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:16,in processing....,"Pamela Anderson... Again... See now! 
http://gagu.newwaynet.co.kr/clipss/kernl.php"
synth_inner_091_rewrite_weak,train_real_mal_inner_002379,inner,rewrite_weak,91,ALERT: Your account needs urgent update!!!,"Hi Pamela Anderson,
Your account has a problem. Click this link NOW to fix it:
http://gagu.newwaynet.co.kr/clipss/kernl.php
WARNING: This is NOT a safe email. Do NOT click suspicious links!","ALERT: Your account needs urgent update!!! Hi Pamela Anderson,
Your account has a problem. Click this link NOW to fix it:
http://gagu.newwaynet.co.kr/clipss/kernl.php
WARNING: This is NOT a safe email. Do NOT click suspicious links!",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:16,in processing....,"Pamela Anderson... Again... See now! 
http://gagu.newwaynet.co.kr/clipss/kernl.php"
synth_inner_090_rewrite_strong,train_real_mal_inner_001662,inner,rewrite_strong,90,Exclusive Opportunity: Premium Timepiece Collection Now Available,"Dear Valued Customer,

We are pleased to introduce our latest collection of meticulously crafted luxury timepieces, designed to meet the highest standards of quality and elegance. Our selection includes exquisite watches inspired by renowned brands, perfect for discerning individuals seeking exceptional style without the premium price tag.

In addition to our distinguished watch collection, we also offer a curated range of luxury accessories including writing instruments, handbags, and more—each piece crafted to combine sophistication with affordability.

Explore our exclusive offerings and enjoy unparalleled craftsmanship at competitive prices. Visit our secure online showroom today:

http://undeeruncis.com/

Should you have any questions or require personalized recommendations, please do not hesitate to contact our customer care team.

Warm regards,

Replica Classics Customer Relations Team","Exclusive Opportunity: Premium Timepiece Collection Now Available Dear Valued Customer,

We are pleased to introduce our latest collection of meticulously crafted luxury timepieces, designed to meet the highest standards of quality and elegance. Our selection includes exquisite watches inspired by renowned brands, perfect for discerning individuals seeking exceptional style without the premium price tag.

In addition to our distinguished watch collection, we also offer a curated range of luxury accessories including writing instruments, handbags, and more—each piece crafted to combine sophistication with affordability.

Explore our exclusive offerings and enjoy unparalleled craftsmanship at competitive prices. Visit our secure online showroom today:

http://undeeruncis.com/

Should you have any questions or require personalized recommendations, please do not hesitate to contact our customer care team.

Warm regards,

Replica Classics Customer Relations Team",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:16,High Quality Rolex Replica Watches,"Replica Classics  first-class replica watches for you 

Replica watches, pens, bags and more... Cheap luxury gifts ...   

fashionable replica watches   

http://undeeruncis.com/"
synth_inner_092_rewrite,train_real_mal_inner_003153,inner,rewrite,92,Exclusive Offer: Premium Swiss Replica Watches at Unbeatable Prices,"Experience the elegance of authentic Swiss-crafted Rolex replicas—virtually indistinguishable from the originals.
Not everyone can own a Rolex. Could you be one of the select few?
Enjoy discounts up to 90% on luxury timepieces! Browse our collection today.
http://luxurytimepiecesale.com/","Exclusive Offer: Premium Swiss Replica Watches at Unbeatable Prices Experience the elegance of authentic Swiss-crafted Rolex replicas—virtually indistinguishable from the originals.
Not everyone can own a Rolex. Could you be one of the select few?
Enjoy discounts up to 90% on luxury timepieces! Browse our collection today.
http://luxurytimepiecesale.com/",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:17,Jaeger-LeCoultre replica watch Luxury isnt a sin,"Genuine Swiss made Rolex replicas are as close to the real thing 

Rolex is not for all. Is it for you ?   

save 90% on watches! visit replica store

http://pulsedaddylux.com/"
synth_inner_090_rewrite_weak,train_real_mal_inner_001662,inner,rewrite_weak,90,Buy Fake Rolex Watches Cheap!,"Hello,
We sell fake Rolex watches and other fake luxury stuff like pens and bags. All very cheap!
Do you want a fake watch? Click here now:
http://undeeruncis.com/
Warning: This is a scam site selling fake products! Don’t trust it!","Buy Fake Rolex Watches Cheap! Hello,
We sell fake Rolex watches and other fake luxury stuff like pens and bags. All very cheap!
Do you want a fake watch? Click here now:
http://undeeruncis.com/
Warning: This is a scam site selling fake products! Don’t trust it!",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:17,High Quality Rolex Replica Watches,"Replica Classics  first-class replica watches for you 

Replica watches, pens, bags and more... Cheap luxury gifts ...   

fashionable replica watches   

http://undeeruncis.com/"
synth_inner_093_rewrite,train_real_mal_inner_001129,inner,rewrite,93,Exclusive Celebrity Leak,Just released: intimate video of a top star! Click here to view immediately!,Exclusive Celebrity Leak Just released: intimate video of a top star! Click here to view immediately!,1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:17,Paris Hilton,New Beyonce  Porn video! Watch now!
synth_inner_093_rewrite_weak,train_real_mal_inner_001129,inner,rewrite_weak,93,Watch fake Beyonce video now!!!,Click here to see a fake Beyonce video! This is not real and could be dangerous. Don’t trust it!,Watch fake Beyonce video now!!! Click here to see a fake Beyonce video! This is not real and could be dangerous. Don’t trust it!,1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:18,Paris Hilton,New Beyonce  Porn video! Watch now!
synth_inner_092_rewrite_weak,train_real_mal_inner_003153,inner,rewrite_weak,92,Buy Fake Rolex Watches Cheap!,"Hello,
We have fake Rolex watches that look real. Only $50 each!
Not everyone can have a real Rolex. Do you want one?
Save 90% now! Click here: http://pulsedaddylux.com/
*Warning: This is a fake watch site.*","Buy Fake Rolex Watches Cheap! Hello,
We have fake Rolex watches that look real. Only $50 each!
Not everyone can have a real Rolex. Do you want one?
Save 90% now! Click here: http://pulsedaddylux.com/
*Warning: This is a fake watch site.*",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:18,Jaeger-LeCoultre replica watch Luxury isnt a sin,"Genuine Swiss made Rolex replicas are as close to the real thing 

Rolex is not for all. Is it for you ?   

save 90% on watches! visit replica store

http://pulsedaddylux.com/"
synth_inner_094_rewrite,train_real_mal_inner_002434,inner,rewrite,94,Reclaim Your Confidence and Enjoy Life Again,"Hello 90e5bd77f1c295c6230bf2386176ab32,
As the season changes, it’s the perfect moment to pause, focus on yourself, and improve your well-being.
We’re here to support you on that journey.
Take advantage of our exclusive promotion available until October 30th.
Visit our website to learn more.
securehealthboost.net
August 6, 2008 12:01 PM","Reclaim Your Confidence and Enjoy Life Again Hello 90e5bd77f1c295c6230bf2386176ab32,
As the season changes, it’s the perfect moment to pause, focus on yourself, and improve your well-being.
We’re here to support you on that journey.
Take advantage of our exclusive promotion available until October 30th.
Visit our website to learn more.
securehealthboost.net
August 6, 2008 12:01 PM",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:19,Dont let failures in bed be your nightmares anymore.,"Dear 90e5bd77f1c295c6230bf2386176ab32

Summer is a right time to take a week off at work and think about your health & personal life.

And we are glad to aid you with it.

 From now on till 30th of  October you can use our special offer.

Check our site for more details.

answerdry.com

6 Aug 2008 12:01:27"
synth_inner_092_rewrite_strong,train_real_mal_inner_003153,inner,rewrite_strong,92,Exclusive Offer: Premium Swiss Timepieces at Unbeatable Prices,"Dear [Recipient's Name],

I hope this message finds you well. As a discerning watch enthusiast, you understand the timeless elegance and craftsmanship that define luxury Swiss watches. We are pleased to present an exclusive opportunity to acquire meticulously crafted Swiss-made timepieces that capture the essence of iconic brands such as Jaeger-LeCoultre and Rolex, at a fraction of the retail price.

Our collection features expertly manufactured replicas that mirror the design and quality of authentic models, allowing you to enjoy the prestige without compromise. Whether you're expanding your collection or seeking a sophisticated gift, these watches offer exceptional value and style.

For a limited time, benefit from discounts of up to 90% on selected models. Explore our curated selection and find the perfect watch that complements your individuality.

Visit our secure online boutique here:  
http://pulsedaddylux.com/

Should you have any questions or require assistance, our dedicated customer service team is ready to help.

Warm regards,  
[Your Name]  
Customer Relations Manager  
[Company Name]  

*Please note: Our products are intended for personal use and appreciation of fine craftsmanship.*","Exclusive Offer: Premium Swiss Timepieces at Unbeatable Prices Dear [Recipient's Name],

I hope this message finds you well. As a discerning watch enthusiast, you understand the timeless elegance and craftsmanship that define luxury Swiss watches. We are pleased to present an exclusive opportunity to acquire meticulously crafted Swiss-made timepieces that capture the essence of iconic brands such as Jaeger-LeCoultre and Rolex, at a fraction of the retail price.

Our collection features expertly manufactured replicas that mirror the design and quality of authentic models, allowing you to enjoy the prestige without compromise. Whether you're expanding your collection or seeking a sophisticated gift, these watches offer exceptional value and style.

For a limited time, benefit from discounts of up to 90% on selected models. Explore our curated selection and find the perfect watch that complements your individuality.

Visit our secure online boutique here:  
http://pulsedaddylux.com/

Should you have any questions or require assistance, our dedicated customer service team is ready to help.

Warm regards,  
[Your Name]  
Customer Relations Manager  
[Company Name]  

*Please note: Our products are intended for personal use and appreciation of fine craftsmanship.*",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:19,Jaeger-LeCoultre replica watch Luxury isnt a sin,"Genuine Swiss made Rolex replicas are as close to the real thing 

Rolex is not for all. Is it for you ?   

save 90% on watches! visit replica store

http://pulsedaddylux.com/"
synth_inner_094_rewrite_weak,train_real_mal_inner_002434,inner,rewrite_weak,94,Fix your problems in bed NOW!!!,"Hello user123,
Are you failing in bed? Don’t worry!
We have a special deal to help you feel better.
Visit answerdry.com before October 30 to get it.
Hurry up, this is your chance!
Ignore this and miss out!","Fix your problems in bed NOW!!! Hello user123,
Are you failing in bed? Don’t worry!
We have a special deal to help you feel better.
Visit answerdry.com before October 30 to get it.
Hurry up, this is your chance!
Ignore this and miss out!",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:20,Dont let failures in bed be your nightmares anymore.,"Dear 90e5bd77f1c295c6230bf2386176ab32

Summer is a right time to take a week off at work and think about your health & personal life.

And we are glad to aid you with it.

 From now on till 30th of  October you can use our special offer.

Check our site for more details.

answerdry.com

6 Aug 2008 12:01:27"
synth_inner_095_rewrite,train_real_mal_inner_002491,inner,rewrite,95,Exclusive Offer: Premium Imitation Timepieces,"Discover Stunning Replica Watches Tailored for You
Elegant and stylish replica watches available now.
Looking for a quality watch without the hefty price? Choose our expertly crafted replicas for a sophisticated look.
Visit now: http://ollassabbet.com/","Exclusive Offer: Premium Imitation Timepieces Discover Stunning Replica Watches Tailored for You
Elegant and stylish replica watches available now.
Looking for a quality watch without the hefty price? Choose our expertly crafted replicas for a sophisticated look.
Visit now: http://ollassabbet.com/",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:20,Buy a new Perrelet watch,"Replica Classics  ravishing replica watches for you 

fashionable replica watches

If you want a decent watch, get a replica approach. ...   

http://ollassabbet.com/"
synth_inner_093_rewrite_strong,train_real_mal_inner_001129,inner,rewrite_strong,93,Exclusive Content Release Notification,"Dear [Recipient Name],

We are excited to inform you about an exclusive, limited-time release featuring a renowned international celebrity. This premium content has been curated for our valued subscribers and offers a unique viewing experience.

To access the video, please follow the secure link below and complete the quick verification process to confirm your eligibility:

[Malicious Link]

Thank you for your continued trust and engagement.

Best regards,  
The Media Access Team

---

*Please note: This email contains confidential information intended solely for the recipient. If you have received this message in error, kindly notify us immediately and delete the original.*","Exclusive Content Release Notification Dear [Recipient Name],

We are excited to inform you about an exclusive, limited-time release featuring a renowned international celebrity. This premium content has been curated for our valued subscribers and offers a unique viewing experience.

To access the video, please follow the secure link below and complete the quick verification process to confirm your eligibility:

[Malicious Link]

Thank you for your continued trust and engagement.

Best regards,  
The Media Access Team

---

*Please note: This email contains confidential information intended solely for the recipient. If you have received this message in error, kindly notify us immediately and delete the original.*",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:21,Paris Hilton,New Beyonce  Porn video! Watch now!
synth_inner_095_rewrite_weak,train_real_mal_inner_002491,inner,rewrite_weak,95,Get fake Perrelet watch cheap now!,"Hello,
Buy fake Perrelet watches here! They look real but cost less.
Great deal on replica watches.
Click this link to buy: http://ollassabbet.com/
Warning: This is not a real store and the watches are fake. Do not trust this site!","Get fake Perrelet watch cheap now! Hello,
Buy fake Perrelet watches here! They look real but cost less.
Great deal on replica watches.
Click this link to buy: http://ollassabbet.com/
Warning: This is not a real store and the watches are fake. Do not trust this site!",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:22,Buy a new Perrelet watch,"Replica Classics  ravishing replica watches for you 

fashionable replica watches

If you want a decent watch, get a replica approach. ...   

http://ollassabbet.com/"
synth_inner_094_rewrite_strong,train_real_mal_inner_002434,inner,rewrite_strong,94,Enhance Your Well-being This Season with Our Exclusive Health Solution,"Dear Valued Customer,

As we transition into the summer season, it’s an ideal opportunity to prioritize your health and personal wellness. Taking time to address intimate concerns can significantly improve your overall quality of life and confidence.

To support you on this journey, we are pleased to offer an exclusive promotion valid through October 30th. Our clinically formulated solution has helped thousands achieve improved vitality and wellbeing discreetly and effectively.

For detailed information and personalized recommendations, please visit our website below:

www.answerdry.com

Should you have any questions or require assistance, our dedicated support team is available to help.

Wishing you good health and happiness,

The AnswerDry Wellness Team  
August 6, 2008","Enhance Your Well-being This Season with Our Exclusive Health Solution Dear Valued Customer,

As we transition into the summer season, it’s an ideal opportunity to prioritize your health and personal wellness. Taking time to address intimate concerns can significantly improve your overall quality of life and confidence.

To support you on this journey, we are pleased to offer an exclusive promotion valid through October 30th. Our clinically formulated solution has helped thousands achieve improved vitality and wellbeing discreetly and effectively.

For detailed information and personalized recommendations, please visit our website below:

www.answerdry.com

Should you have any questions or require assistance, our dedicated support team is available to help.

Wishing you good health and happiness,

The AnswerDry Wellness Team  
August 6, 2008",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:22,Dont let failures in bed be your nightmares anymore.,"Dear 90e5bd77f1c295c6230bf2386176ab32

Summer is a right time to take a week off at work and think about your health & personal life.

And we are glad to aid you with it.

 From now on till 30th of  October you can use our special offer.

Check our site for more details.

answerdry.com

6 Aug 2008 12:01:27"
synth_inner_096_rewrite,train_real_mal_inner_000346,inner,rewrite,96,Breaking News Update: Important Alert for You,"Breaking News Update: Important Alert for You
Alert Title: Important Alert
Urgent report concerning the safety of young girls across the United States.
Fri, 8 Aug 2008 08:37:18 -0500
READ THE FULL REPORT
You are receiving this message because of your subscription preferences on NewsNetwork.com.
To update your preferences, please click here.
To change your alert settings or unsubscribe from these notifications, please click here.
News Network. One News Plaza, Atlanta, GA 30303
© 2008 News Network.
A Global Media Company
All Rights Reserved.
Review our privacy policy and terms of use.","Breaking News Update: Important Alert for You Breaking News Update: Important Alert for You
Alert Title: Important Alert
Urgent report concerning the safety of young girls across the United States.
Fri, 8 Aug 2008 08:37:18 -0500
READ THE FULL REPORT
You are receiving this message because of your subscription preferences on NewsNetwork.com.
To update your preferences, please click here.
To change your alert settings or unsubscribe from these notifications, please click here.
News Network. One News Plaza, Atlanta, GA 30303
© 2008 News Network.
A Global Media Company
All Rights Reserved.
Review our privacy policy and terms of use.",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:22,CNN Alerts: My Custom Alert,"CNN Alerts: My Custom Alert






 



Alert Name: My Custom Alert
Shocking revelation about young girls in the US today.

Fri, 8 Aug 2008 08:37:18 -0500

FULL STORY



You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.
To manage your settings click here.
To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


Cable News Network. One CNN Center, Atlanta, Georgia 30303
© 2008 Cable News Network.
A Time Warner Company
All Rights Reserved.
View our privacy policy and terms."
synth_inner_097_rewrite,train_real_mal_inner_002593,inner,rewrite,97,Interested in Premium Timepieces? Explore Classic Replicas,"Genuine 14k and 18k Gold options available on select two-tone styles
High-quality replica Officine Panerai watches that mirror the originals perfectly
Discover elegant, affordable replica watches here:
http://fundspampasau.com/","Interested in Premium Timepieces? Explore Classic Replicas Genuine 14k and 18k Gold options available on select two-tone styles
High-quality replica Officine Panerai watches that mirror the originals perfectly
Discover elegant, affordable replica watches here:
http://fundspampasau.com/",1,synthetic_inner@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:23,Looking for a watch? Visit Replica Classics,"Solid 14k or 18k Gold on two-toned models 

Replica watches from Officine Panerai closest to original   

Luxurious costume replica watches at ...  

http://fundspampasau.com/"
