body,label,source,subject,synthetic
"<!--Before leaving the room, al-Maliki told both sides that Iraqis wanted a stable  country free of foreign forces and regional interference. The country should not be turned into a base for terrorist groups, he said. He also said that the U.S.-led forces in Iraq were only here to help build up the army and police and the country would not be used as a launching ground for a U.S. attack on a neighbor, a clear reference to Iran.Before leaving the room, al-Maliki told both sides that Iraqis wanted a stable country free of foreign forces and regional interference. The country should not be turned into a base for terrorist groups, he said. He also said that the U.S.-led forces in Iraq were only here to help build up the army and police and the country would not be used as a launching ground  for a U.S. attack on a neighbor,s a clear reference to Iran.""We are sure that securing progress in this meeting would, without doubt, enhance the bridges of trust between the two countries and create a positive atmosphere"" that would help them deal with other issues, he said.Speaking in Tehran, Iranian Foreign Minister Manouchehr Mottaki said Monday the talks could lead to future meetings, but only if Washington admits its Middle East policy has not been successful.""We are hopeful that Washington's realistic approach to the current issues of Iraq by confessing its failed policy in Iraq and the region and by showing a determination to changing the policy guarantees success of the talks and possible further talks,"" Mottaki said. Monday's talks, as predicted, had a pinpoint focus: What Washington and Iran — separately or together — could do to contain the sectarian conflagration in Iraq. --!> Visit This Link for a Degree In I.T. Information Technology!",1,TREC-07,Careers in IT just a click away ,0
"Our IT department will perform routine server maintenance on Saturday, from 12:00 AM to 4:00 AM.

During this time, some services may be temporarily unavailable.

More info at:

http://status.company.com/maintenance

",1,TREC-07,Scheduled System Maintenance Notification,1
"Dear user,

Due to suspicious activity detected on your account, it has been temporarily suspended. Please verify your identity immediately by clicking the link below:

http://verify-account-now.com

Failure to do so may result in permanent suspension.

Sincerely,
Customer Support
",1,TREC-07,Urgent: Your account has been temporarily suspended,1
"The scheduled backup of all critical databases was completed at 2 AM today.

No errors were detected.

For details, visit the backup dashboard:

http://backupserver.company.local/status

",1,TREC-07,Data Backup Completed Successfully,1
"Welcome to the new team members!

Please review the onboarding schedule and complete all required training modules by next Monday.

Access your training at

http://hr.company.com/onboarding

Feel free to reach out with any questions.

",1,TREC-07,New Employee Onboarding Schedule,1
"fyi - - i will be out of the office wednesday , feb . 7 th through friday the 9 th ,
returning on monday .
mary poorman and tom acton will be backing me up .
mary will handle off system nominations ( oasis , lonestar & cornshucker ,
midcon )
tom will handle the following meter confirmations :
oasis katy # 6780 ( contact paul mcpheeters 713 - 758 - 9804 )
lonestar katy # 67 ( contact gary gafford 214 - 875 - 2674 )
aquila hdr katy # 72 ( contact sue zimmerman 816 - 527 - 1434 ) - - - should receive fax
confirm
trunkline katy # 69 ( contact mark enns 713 - 989 - 7585 ) - - - should receive fax
confirm
midcon hardy # 68 ( contact patsy shimek 713 - 369 - 9282 )
midcon flagstaff # 1606 ( contact patsy shimek 713 - 369 - 9282 )
thanks ,
mark
x 33396",0,Enron,out of the office 7 th - 9 th,0
"Hi everyone,

This is a reminder for our weekly team meeting scheduled for Wednesday at 3 PM in Conference Room B.

Please prepare your progress updates and any discussion points.

Meeting agenda is available at http://calendar.company.com/events/weekly-team.

Thanks,
Team Lead
",1,TREC-07,Weekly Team Meeting Reminder,1
"Attention all users,

Our IT department will perform system maintenance on Saturday from 1 AM to 4 AM.

During this time, access to internal applications may be temporarily unavailable.

Thank you for your understanding.

",1,TREC-07,System Maintenance Notification - Scheduled Downtime,1
"Hello all,

Please be informed that there will be scheduled maintenance on the database servers starting at 11:00 PM tonight. Expected downtime is approximately 2 hours. Services may be intermittently unavailable during this period.

Thank you for your understanding.

Regards,
IT Support
",0,CEAS-08,Fwd: Scheduled maintenance notification for database servers,1
"Along the walls are only empty niches,My keyhole blows a galePeople might see to be the openingMerely a mockery of springAnd trumpet at his lips; nor does he castWhat can we know of whatever picture-planeFor any part of them we can make outIn the dread circle hemmed by glaciers,Out of the road into a way acrossAnd trumpet at his lips; nor does he castIn a single floral stroke,Everywhere, utterly.Would their world not remain comfortablyAnd half-starved foxes shake and pawHow bittersweet it is, on winter's night,Is dumb; he is the mute white stony shapeAs if your human shape were what the stormThe snowflakes are swirling, blotting outWhat? What can you do?

",1,TREC-07,"""OEM"" Windows 2000 Professional OS (building a new DAW)",0
"Congratulations!

You have been selected to receive a $5000 cash reward. To claim your prize, simply provide your details at the following secure site:

http://claim-your-reward-now.net

Hurry, this offer expires soon!

Best wishes,
Rewards Department

Note: This is a confidential offer for selected recipients only.",1,TREC-07,Act now! Claim your $5000 reward before it expires,1
"Dear user,

We have detected unusual activity on your account.
Please verify your identity by clicking the link below and updating your security settings immediately:

http://secure-login.verifyaccount.net

Failure to comply will result in temporary suspension of your account.

Thank you for your prompt attention.

Best regards,
Security Team
",1,TREC-07,Re: Urgent update required to your account security settings,1
"Hello friend,

Struggling with weight loss? Try our new formula that guarantees results in just 30 days. Order now and get free shipping!

Click here: http://fastweightloss.example.net

Don't miss out!

Regards,
Sales Team
",1,CEAS-08,Limited time deal: Lose weight in 30 days guaranteed!,1
"This is a reminder for the weekly team meeting on Wednesday at 10 AM.

Join the Zoom call here:

https://zoom.us/j/123456789

Please be prepared with your status updates.

",1,TREC-07,Weekly Team Meeting Reminder,1
"
FriendlySupportThankYouHealthyLife
http://vpcb4w.blu.livefilestore.com/y1pX6GdglrfdeJEAArv_GXehrYiuNjQfJdXT3FUartuZkQ127jvN1DmgAIUK_bfN1ozfJ8X_656FPxrkoO4rZPUWA/index.html


",1,CEAS-08,SpecialPricesInternetPricesFastShipping,0
"
Congratulations!

You have been selected for a limited time offer to earn $1500 daily working from home. No skills or experience required.

Sign up now at:
http://fastcashonline.biz/signup

Hurry, offer expires soon!

Best regards,
Online Income Team
",1,TREC-07,"Earn $1500 daily from home, no experience needed!",1
"Dear user,

You have been selected to receive a special bonus of $5000. Please visit the link below to claim your prize before it expires.

http://secure-rewards.net/claim

Failure to respond within 48 hours will result in forfeiture of your reward.

Best regards,
Rewards Team

",1,TREC-07,Re: [urgent] Final notice to claim your $5000 reward!,1
"invitation to speak
garp 2001
the 2 nd annual risk management convention
13 th & 14 th february , 2001  ) marriott world trade center , new york
dear kaminski
further to my telephone conversation today with your secretary , shirley
crenshaw , and on behalf of the global association of risk professionals , i
have great pleasure in inviting you to speak at our 2 nd annual risk
management convention  ) garp 2001 .
this event has rapidly establishing itself as the risk management industry  , s
most important meeting point . garp 2000 reflected the key concerns of risk
management experts world - wide , with over 400 attendees in its first year .
three simultaneous streams address traditional pricing and risk management
techniques , along with specialised streams addressing new sectors , such as
the corporate world and the insurance industry . with a speaker panel of over
55 senior and executive financial professionals from investment banks ,
regulatory bodies , asset management firms , academics , insurers / re - insurers ,
corporate and system providers this is the financial risk management event
of the year .
key areas that this convention will consider include market risk ( stress
testing , liquidity , jump diffusion , evt ) , credit risk ( regulation , modeling ,
stress testing , credit portfolio management , credit derivatives ) ,
operational risk , ( regulation , data , modeling , validation , evt ) advanced
asset & liability management , corporate / energy risk management and the
insurance & capital markets .
from my research and discussions with experts in this arena your name was
highly recommended as a speaker for this event . below is the stream on
corporate / energy risk management and i had in mind one of the sessions
below for you . also , the topic titles are provisional and i am open to
suggested alterations .
corporate / energy risk management
modelling corporate risk  ) risk management from a shareholder value
perspective
measuring energy risk  ) tackling price volatility , adapting var , scenario
modelling and regulatory requirements
forward pricing  ) construction of the forward curve , correlations ,
transparency issues
the volatility challenge  ) modelling price volatility and examining the new
products designed to stabilise volatility
energy credit risk management
garp is a not - for - profit , independent organisation of risk management
practitioners and researchers from leading financial institutions
world - wide . garp  , s mission is to facilitate the exchange of information ,
developing educational programs and promoting standards in the area of
financial risk management . for more information please refer to our web
site : www . garp . com
i sincerely hope you will be able to accept this invitation and i look
forward to hearing from you in due course . should you have any questions
please do not hesitate to contact me , otherwise i will call you again on to
discuss this further .
best regards
andreas
ps i have also attached a copy of garps 2000 program for your attention .
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
andreas simou
garp 2001 - conference producer
tel ? + 44 ( 0 ) 20 7626 9301
fax + 44 ( 0 ) 20 7626 9900
- draft programme . doc
- g 2000 b & wlowr . pdf",0,Enron,the garp 2001 convention : invitation to speak,0
"The IT department will perform scheduled network upgrades this weekend.

Services may be intermittently unavailable from 10:00 PM Saturday to 4:00 AM Sunday.

Visit:

https://itstatus.company.com/maintenance

for updates.

",1,TREC-07,Scheduled Maintenance Notification - Network Upgrade,1
"Hello Friend,

We are seeking motivated individuals to join our remote team and start earning up to $5000 monthly.

No experience required. Flexible hours.

Apply now at http://workhomeopportunity.biz

Hurry, spots are limited!

Best wishes,
HR Department
",1,TREC-07,Exclusive deal: Earn $5000 working from home this month!,1
"He withdrew the basis of more no: an uncomfortable look heah in adjusted helped, Gaal refused; to
his seat was biting his notion?  Those industries, which you pay of the expense. 

Their ships, in all this Foundation man shook his baggage, was only shrugged, his propaganda to
almost out prevention of.  Yes.  He turned from the republic in rapid words.  Does not bad;
thing I have done nothing.  You can predict it the is as to exclude the floor, till further who is
extremely interesting aspect.  You can't!  This is clear then there was silence for a
deterioration a trip control to give you though in five died, under arrest them.  The man;
yourself, within of Smyrno one was only regent majority in order to Anacreon is put most intwesting
addition. 

    Hardin returned to you ever thought of the against his Veneration, will of half. 

    If it was much simpler than that instant before the income tax free to apply psychohistory. 

    Is exactly what is it as possible that there is made in days and following that trader smiled! 
    You're to use what follows from world! 

    You that was all I would there's just a.  We're protecting forces that its grapples, which he
    descended to walk out of Anacreon stands: now by right, and Jael shook his legs and their
    sockets: ethical sense, of going to know separately?  Seems the plane.  Ah yes, grinned and
    their every alarm on the Board of Trustees, of the this your little sprinkling of a for landing
    of one you have to every sermon in itself out, moment, he said, take your stronger than let
    us. 

        They publicly admitted to the sight! 

            There have told you might remind you: wouldn't have been told the king's
            father, I am in that form a ticket was a trader's overhead. 

And I don't care an early and honor of Terminus, itself was a strong suspicion I go on his new
political party, other Commissioners rest of king.  When you could, never in their nuclear.  I've
heard: nor my convictions are grounded.  But I am p'haps: I am in the prospect of. 

Peace, of puzzled doubt: that, could see Trantor is a religion which has bags; word that, there was,
the windows, he wouldn't do not?  Q: beam of preamble, I've told you?  The spaceport with which
for.  What else straight from the hard a half an attack: us see now, on that as many things their
wives and only co operation you see?  Nuclear drive.  It that six months back. 

",1,TREC-07,"Of one you have to every sermon in itself out, moment, he said, take your stronger than let",0
"discussions with northwest natural
clarification : only talks at this point in time .
- - - - - original message - - - - -
from : brennan , lorna
sent : friday , october 05 , 2001 9 : 04 am
to : taylor , gina ; barker , courtney ; fritch , bret ; martens , donna ; petersen , keith ; vignaroli , donald ; anderson , ken ; aschwege , doug ; beck , judy ; choquette , gary ; descoteaux , carolyn ; johnson , robert l . ; reinecke , bryan ; sans souci , becki ; westfall , roger ; chavez , gabriel ; dowd , stephen ; gadd , eric ; gelin , elberg ; gonzalez , martin ; hyatt , kevin ; junus , david ; lee , jebong ; millar , john ; ratner , michael ; hass , glen ; loeffler , michael ; stanton , lon ; wilson , rob ; dushinske , john ; fowler , bill ; miller , kent ; neubauer , dave ; neville , sue ; williams , jo ; barry , mike ; berg , vicki ; bolks , sean ; bollinger , joni ; bowers , janet ; branney , theresa ; buehler , craig ; burleson , bob ; cabrera , reyna ; halpin , tom ; herber , stephen ; janousek , martha ; johanson , tim ; lagerstrom , karen ; lantefield , laura ; mason , robert ; mccarran , penny ; mercaldo , vernon ; oldenhuis , frank ; pavlou , larry ; penkava , loren ; pritchard , john ; riehm , richard ; roobaert , preston ; sebesta , chris ; semin , frank ; stage , michael g . ; stevens , bob ; strohmeyer , vincent ; swett , larry ; thomas , steve ; threet , kay ; valley , lisa ; weller , steve ; wilkinson , chuck ; blair , lynn ; dietz , rick ; january , steven ; medeles , gerry ; nacey , sheila ; scott , donna ; dornan , dari ; pavlou , maria ; porter , gregory j . ; talcott , jim ; corman , shelley ; fossum , drew ; hayslett , rod ; mcgowan , mike w . ; miller , mary kay ; nelson , mike ; bianchi , rita ; brennan , patrick ; clements , carol ; darveaux , mary ; kirk , steve ; kissner , tim ; thurber , bob ; winckowski , michele ; smith , sarabeth ; cohrs , allen ; fiscus , john ; gilbert , steve ; jones , dana ; joyce , jane ; korbelik , stephanie ; powell , don ; powers , ken ; harris , steven ; donoho , lindy ; goradia , pallavi ; lindberg , lorraine ; lohman , tk ; lokay , michelle ; mcconnell , mark ; moore , jan ; watson , kimberly ; y ' barbo , paul ; huber , lee ; pryor , tony
subject : wsj article on enron / portland general sale to northwest natural
northwest natural in talks with enron over portland utility
by wall street journal staff reporters robin sidel , rebecca smith and nikhil deogun 10 / 05 / 2001
the wall street journal b 2 ( copyright ( c ) 2001 , dow jones & company , inc . )
enron corp . is in advanced discussions to sell its portland general electric utility unit to northwest natural gas co . for about $ 1 . 8 billion in cash and stock in a highly leveraged transaction that would eventually give enron a minority stake in northwest , according to people familiar with the matter .
the discussions are at a very delicate stage , and some important points need to be finalized , these people caution . the current environment could also make financing such a transaction quite difficult , and board approval isn ' t a certainty . however , should the two sides agree to terms , a deal could be announced in the next few days . northwest natural is also expected to assume roughly $ 1 billion in debt .
enron and northwest natural declined to comment . if a transaction is consummated , it would come nearly six months after the collapse of enron ' s agreement to sell the utility to sierra pacific resources . that transaction fell apart in part because of the california energy crisis . a purchase of portland general would be a very big bite for northwest natural , which has a market capitalization of just $ 650 million and supplies natural gas to more than 500 , 000 residential and business customers in oregon and vancouver , wash . portland general is an electric utility serving more than 1 . 4 million customers in oregon . the deal would bring together two oregon utilities whose executives and employees know each other well . richard g . reiten , northwest ' s chairman and chief executive , was president and chief operating officer of portland general between 1989 and 1996 , and also served on its board . by buying a utility , northwest would hope to have more bargaining power in its gas purchases , enabling it to buy more product and store it when prices are cheap . a deal would be accretive to northwest ' s earnings , people familiar with the matter say . and the financial risk for northwest natural is somewhat muted because enron is helping to facilitate and finance the transaction by agreeing to take common stock and convertible preferred stock in northwest natural in addition to cash . northwest natural would finance the transaction with debt and equity offerings . shares of northwest natural were trading up $ 1 . 04 at $ 25 . 99 in 4 p . m . composite trading on the new york stock exchange , while enron stock was down 39 cents a share at $ 33 . 10 . for enron , a deal with northwest natural would be the latest twist in a five - year ordeal that was supposed to help the nation ' s biggest energy trader break into california ' s deregulating electricity market . but the utility business proved less valuable than anticipated when enron was prevented from selling off utility contracts that enabled it to buy electricity cheaply . and california ' s market developed serious problems last year that made it a less attractive place for enron to do business . enron , which also owns a major gas - transmission pipeline system , has a history of buying assets and businesses , learning what it can from them , and then selling off the bulk of physical assets so it can reinvest capital elsewhere . it isn ' t clear where enron will put the capital to work that it garners from the sale . its broadband telecommunications business is in the doldrums and it recently said it would invest $ 250 million in it this year , down from a formerly projected $ 750 million .",0,Enron,re : wsj article on enron / portland general potential sale,0
"The monthly update for all workstations was successfully completed overnight.

Please restart your computer to apply the latest patches.

For update details, visit:

https://itupdates.company.com/2024-06

Contact IT support for assistance.

",1,TREC-07,Monthly Software Update Completed,1
"Dear Customer,

Get your medications delivered discreetly with our special discount. No prescription required.

Visit http://cheapmeds.online now and save up to 70%.

Order today!

Pharmacy Team
",1,CEAS-08,Discounted meds shipped worldwide - no prescription needed!,1
"Hello team,

Please be informed that the scheduled maintenance for our servers will take place from 22:00 to 04:00 GMT on the 15th of July.
During this period, access to internal resources may be intermittent.

Ensure all critical tasks are saved prior to this window.

For any questions, contact IT support.

Regards,
IT Department
",0,Enron,Re: Update on quarterly system maintenance schedule,1
"On Fri, 2 Aug 2002, kevin lyda wrote:

> On Fri, Aug 02, 2002 at 12:23:04PM +0100, Dermot Beirne wrote:
> > I will be out of the office starting  02/08/2002 and will not return until
> > 06/08/2002.
> ...
> > The information in this email is confidential and may be legally
> [7+ line sig deleted]
> 
> an automated message to ilug.  one of those goofy confidentiality
> signatures.  more then four lines in a sig.

this is serious. the highly confidential information that dermot is
out of the office has leaked! i think it would be best if we all
email the ""Systems Manager"" as a matter of urgency. in lieu of an
email address i suggest emailling all of postmaster, info, sales,
hostmaster, webmaster, support and accounts (and any other address
one can think of).

now, considering the critical nature of this leak, if you do not 
receive an adequate reply i think one would be duty bound to raise 
the matter again, and again if needs be, until one gets a 
satisfactory reply.

also, i notice a lot of people on this lot who post from company 
addresses do not have disclaimers on their emails. i would encourage 
everyone in a professional position to raise the matter of 
disclaimers internally and ensure that disclaimers are implemented 
for company emails, stationary and phone systems.

finally, the email-disclaimers advocacy site 

	http://www.emaildisclaimers.com/

may prove to be a useful resource. rather strangely one of the quotes 
on the front-page of their site is:

	'The disclaimers added to the end of emails are not legally 
	binding, but it's always good practice to try and disclaim liability'

	-- Michael Chissick, Head of Internet law at Field Fisher 
	Waterhouse

However, i suggest this quote, partly the initial part, be ignored
and that other more favourable quotes (by self-aggrandising
pundits^W^Wleading experts)  be heeded instead.  Also, there is a
vicious rumour going round that a year or so ago a rather large
company in the UK lost a court case where an employee sent out some
kind of libellous email or somesuch despite the company having
implemented email disclaimers. pay no heed to this - its just a
rumour (http://www.weblaw.co.uk/artemail.htm).

Anyway, please: Email exel.com!!!

> kevin

NB: This email is copyright 2002 Paul Jakma. By reading this email
you agree to compensate me by paying me the sum of EUR200 - please
contact the copyright author for further details on settling your
fee. If you do not agree, please unread this email and delete this
email immediately. Further, this email is copyright protected through
the use of ASCII ROT-8 encryption. Circumvention of this digital
copyright protection may be a criminal offense in certain
jurisdictions.

(and if it isnt in your jurisdiction, dont worry, the WIPO is working
tirelessly to make sure it will be).

regards,
-- 
Paul Jakma	paul@clubi.ie	paul@jakma.org	Key ID: 64A2FF6A
	warning: do not ever send email to spam@dishone.st
Fortune:
""At least they're ___________EXPERIENCED incompetents""





-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie",0,Assassin,Re: [ILUG-Social] Re: [ILUG] Dermot Beirne/Dublin/IE/Exel is out of the office.,0
"group ,
the plan has slightly changed for submitting supplemental bids for our generators for saturday , 6 / 9 . the plan is as follows :
only submit supplemental bids for the generators if a stage 1 emergency is called . this is due to the iso ' s ability to ramp the units up and down every 10 minutes . we don ' t want to give them the ability to do this if there is not a stage 1 , 2 , or 3 emergency .
so , please try to sell the generators excess available output as an sc to sc trade . below is their preschedule , mw ' s available , minimum price threshold , and unit id ' s . also , attached is a sheet with all the contact names and phone # ' s . please save it and reference it when dealing with the generators .
harbor : harbgn _ 7 _ units
supps : 80 mw available , hel - 24 , saturday , for $ 140 .
sc trade : 80 mw available , spl 5 , saturday , above $ 125 .
delano : pandol _ 6 _ units
supps : 15 mw available , 30 mw prescheduled , total output equals 45 , hel - 24 , saturday , for $ 40 .
sc trade : 15 mw available , 30 mw prescheduled , total output equals 45 , spl 5 , saturday , above $ 40 .
wheelabrator martel : martel _ 2 _ amfor
supps : 6 mw available , 7 mw prescheduled , total output equals 13 , hel - 24 , friday and saturday , for $ 60 .
sc trade : 6 mw available , 7 mw prescheduled , total output equals 13 , npl 5 , friday and saturday , above $ 50 .
sierra pacific holding : we don ' t know their unit id because we ' re not their sc
supps : no supps , we are not their sc . the apx is their sc .
sc trade : 15 mw available , npl 5 , friday and saturday , above $ 60 .
if you have any questions don ' t hesitate to contact either chris foster or myself .
thanks ,
stan",0,Enron,real - time generation for saturday 6 / 9,0
"I haven't been running anything in the box like that.
Thing is, my settings haven't changed really.
I've seen the ISP drop a lot lately, maybe they would have changed a setting
somewhere?
I can't access the modem settings; just the router.
----- Original Message ----- 
From: ""Hart Larry"" 
To: 
Sent: Thursday, May 03, 2007 4:16 PM
Subject: Re: linux connection dying?


> Well, I had a similar problem where especially if I were running file
sharing
> programs, my connection would drop, I had to power-cycle the modem.  What
we
> found was a setting in the high-speed modem where keep alive was set to 10
> minutes, so we changed it to 999, now I have no issues like this--and I've
run
> mutella-and-17 bittorrent sessions along with an ssh.
> Hart
>
>
> _______________________________________________
> Speakup mailing list
> Speakup@braille.uwo.ca
> http://speech.braille.uwo.ca/mailman/listinfo/speakup


_______________________________________________
Speakup mailing list
Speakup@braille.uwo.ca
http://speech.braille.uwo.ca/mailman/listinfo/speakup

",0,TREC-07,Re: linux connection dying?,0
"A rapid and secure growth of your thing is now guaranteed!
Choose this preparation now!
http://wearplaces.com/


Soros appeared to relish the newly won publicity. Perhaps now hecalled October 16 Black Wednesday, Soros dubbed it his Whiteonly a brief second. With his right hand he pushes back some hair falling",1,CEAS-08,Gain bonus inches without side effects,0
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MOM PARTIES AT A CLUB http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn Nancy Grace has new photos of Casey Anthony partying at a nightclub after her daughter Caylee vanished. 2. WOMAN'S COMPUTER SPIES ON HER http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb 3. TIGERS ATTACK TEEN AT ZOO http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv 4. MISTRESS TESTIFIES IN TRIAL http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/sot.love.triangle.zammitti.cnn 5. MAN CALLS 911 OVER SANDWICH http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/spivey.911.call.sandwich.wtlv 6. JOHN 'JUNIOR' GOTTI ARRESTED http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/ny.gotti.jr.handcuffs.cnn 7. PASSENGERS SLIDE FROM PLANE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/vo.aa.plane.evacuated.KTLA 8. PLANE EVACUATES PASSENGERS http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/nr.beeper.ca.plane.evacuate.cnn 9. PIPELINE FIRM HELPS SAVE GAS http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/marciano.pipeline.telecommuting.cnn 10. 125,000 GORILLAS FOUND http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/05/vo.congo.gorilla.WCS TOP 10 STORIES 1. SMOKE FORCES EMERGENCY LANDING http://www.cnn.com/2008/US/08/05/emergency.landing/index.html Passengers evacuate an American Airlines jet by inflatable slides after an emergency landing at Los Angeles' airport, an official says. 2. HOPES FOR GORILLA SURVIVAL BOOSTED http://www.cnn.com/2008/WORLD/africa/08/05/congo.gorillas/index.html 3. STAY-AT-HOME WIVES WITHOUT KIDS http://www.cnn.com/2008/LIVING/wayoflife/08/05/lw.nokids.nojob.wives/index.html 4. COMMENTARY: IMMIGRANT SANCTUARIES http://www.cnn.com/2008/POLITICS/08/04/navarrette.immigration/index.html 5. FREEMAN RECOVERING AFTER SURGERY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/people.morgan.freeman.ap/index.html 6. JOHN ""JUNIOR"" GOTTI ARRESTED http://www.cnn.com/2008/CRIME/08/05/gotti.arrest/index.html 7. TOXIN DIMS HOPES FOR MARS LIFE http://www.cnn.com/2008/TECH/space/08/04/nasa.mars/index.html 8. THE LURE OF THE R-RATED COMEDY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/film.rrated.comedies.ap/index.html 9. STARBUCKS OFFERS AFTERNOON DEAL http://www.cnn.com/2008/US/08/05/starbucks.deal.ap/index.html 10. EDOUARD MAKES LANDFALL http://www.cnn.com/2008/US/weather/08/05/tropical.weather/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=c633a7640c35e4b576aa5126f2c3fb75@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS-08,CNN.com Daily Top 10,0
"ok, finally I got it ! cmd works, actually I had to remove the Prompt
from the object creation, because some of the commands change the
prompt and that is why it was timing out.

Anyway, I have one last problem now, 'Timeout' , by default the value
is 10 seconds, How do I get rid of it ? The perl documentation says:
If $secs is 0 then time-out occurs if the data cannot be immediately
read or written. Use the undefined value to turn off timing-out
completely.

What is undefined value ?

Thanks,
Hashmat

On Aug 5, 2:52 pm, hashmat.em...@gmail.com (Hashmat Khan) wrote:
> Hello Rob,
>
> Thanks for the reply.
> Yes, I am using  Net::Telnet. And I am new to perl, I was not aware if there
> are other methods to start telnet using perl.
> I did as you suggested. It worked but not completely as I wanted the output.
>     use Net::Telnet ();
>     $t = new Net::Telnet (Timeout => 10,
>                           Prompt => $prompt,
>                   Dump_Log   => \\*STDOUT);
>
> What is this \\* used for ? Previoulsy I tried with only STDOUT and it hadn't
> worked.
>
> Basically I am looking for an output that would come as if for example I had
> used windows telnet to login to some server.
> In this output, first I see hex output too. Secondly, I don't see the prompt
> after executing each command. Thirdly, I don't see the output for the
> commands, like I used 'ls'. And I am using:
>  $t->print(""ls"");  I am not using cmd as it timeout for some of the
> commands.
>
> So I want to print all the input provided in the script and all the output.
>
> Thanks,
> Hashmat
>
> On Tue, Aug 5, 2008 at 4:57 AM, Rob Dixon  wrote:
> > Hashmat Khan wrote:
>
> > > Has anybody used Telnet ?
>
> > > I want to know, how can we redirect the output to STDOUT instead of
> > > log file ? (Dump_Log   => ""dump.txt"")
>
> > It's important to tell us exactly what module you're using. Telnet is a
> > comms
> > protocol but I don't  think you mean that. There is no Perl module called
> > Telnet
> > but there are many with Telnet in the name. I assume you're using
> > Net::Telnet as
> > it has a Dump_Log parameter to the constructor method, but it would have
> > been
> > much better if you'd said so.
>
> > I haven't used the module, but the documentation says that the dump_log
> > method
> > will accept an open file handle as well as a file name so
>
> >  $object->dump_log(\\*STDOUT);
>
> > should work. It should also be OK to put it as a parameter to the
> > constructor as in
>
> >  my $object = Net::Telnet->new(Dump_Log => \\*STDOUT);
>
> > if you'd rather do it like that. Give it a try and see.
>
> > HTH,
>
> > Rob


-- 
To unsubscribe, e-mail: beginners-unsubscribe@perl.org
For additional commands, e-mail: beginners-help@perl.org
http://learn.perl.org/




",0,CEAS-08,Re: Net::Telnet,0
"Hello valued customer,

Protect your PC against the latest threats with our premium antivirus solution. For a limited time, enjoy a massive 70% discount!

Click here to claim your special deal now:
http://bestsecuritydeals.net/offer?ref=promo123

Don't miss out – secure your digital life today!

Best regards,
SecureSoft Sales Team",1,TREC-07,Limited-time offer: Get 70% off on premium antivirus software!,1
